"name";"intcode";"barcode";"price";"dept";"tag";"unit"
"419";"Карта памяти 2ГБ Transcend ""TS2GUSD"" Micro SecureDigital Card + адаптер";"215";"Россия";"0"
"420";"Модуль оперативной памяти 2ГБ DDR3 SDRAM Hynix (PC10600, 1333МГц, CL9)";"500";"Россия";"0"
"421";"Интернет-камера Genius ""eMessenger 310"" с микрофоном (USB)";"520";"Россия";"0"
"422";"Картридж Samsung ""SCX-4100D3"" для SCX4100";"2754";"Россия";"0"
"424";"Модуль оперативной памяти 2x2ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR1333D3N9K2/4G (PC10600, 1333МГц, C";"2069";"Россия";"0"
"425";"Многофункциональное устройство Samsung ""SCX-3200"" A4, лазерный, принтер + сканер + копир, черно-серы";"6170";"Россия";"0"
"426";"Интернет-камера Genius ""iLook 310"", с микрофоном (USB)";"525";"Россия";"0"
"427";"Видеокарта PCI-E 512МБ Palit ""GeForce 8400 GS Super"" (GeForce 8400 GS, DDR3 32bit, D-Sub, DVI, HDMI)	";"1100";"Россия";"0"
"429";"Корпус Miditower Classix ""Fantom"" ATX, черно-серебр. (350Вт)";"1110";"Россия";"0"
"430";"Замена фотобарабана FX-10";" 106R02773";"600";"Россия";"null"
"431";"Заправка картриджа 728";"350";"Россия";"null"
"433";"Конфигурирование 1С";"650";"Россия";"0"
"434";"Диск DVD-R 4.7ГБ 16x TDK пласт.коробка, на шпинделе (100шт./уп.)";"15";"Россия";"0"
"435";"Блок питания 430Вт Linkworld ""LW2-430W"" ATX12V V1.3 (20/24+4pin, вентилятор d80мм)";"720";"Россия";"0"
"436";"Аустическая система 2.1 Sven ""SPS-820"" сабвуфер 18Вт, сателлиты 2x10Вт, серебр";"1850";"Россия";"0"
"437";"Гарнитура Cosonic ""CD-781MV"", с микрофоном, с регулятором громкости";"290";"Россия";"0"
"438";"Коврик Defender ""Juicy@"" 50412 (для оптической и лазерной мыши)";"45";"Россия";"0"
"439";"Накопитель USB flash 16ГБ Transcend ""JetFlash 530"" TS16GJF530 (USB2.0)";"450";"Россия";"0"
